label,data
class,"<button aria-labelledby=""tooltip-33"" type=""button"" data-view-component=""true"" class=""Button Button--iconOnly Button--invisible Button--medium flash-close js-flash-close""> <svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-zap Button-visual""> <path d=""M7.5 1l5 7H9l1.5 6-5-7h3l-1.5-6z""></path> </svg> </button>"
class,"<button aria-labelledby=""tooltip-34"" type=""button"" data-view-component=""true"" class=""Button Button--iconOnly Button--invisible Button--medium flash-close js-flash-close""> <svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-heart Button-visual""> <path d=""M8 13.409l-4.294-4.29C2.244 8.594 1.5 7.418 1.5 6.1A3.28 3.28 0 0 1 4.828 2.73a3.28 3.28 0 0 1 4.344 0A3.28 3.28 0 0 1 13.5 6.1c0 1.318-.744 2.494-2.206 3.019L8 13.409z""></path> </svg> </button>"
class,"<button aria-labelledby=""tooltip-35"" type=""button"" data-view-component=""true"" class=""Button Button--iconOnly Button--invisible Button--medium flash-close js-flash-close""> <svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-globe Button-visual""> <path d=""M8 1a7 7 0 1 0 0 14A7 7 0 0 0 8 1zm0 12a5 5 0 1 1 0-10 5 5 0 0 1 0 10z""></path> </svg> </button>"
class,"<button aria-labelledby=""tooltip-36"" type=""button"" data-view-component=""true"" class=""Button Button--iconOnly Button--invisible Button--medium flash-close js-flash-close""> <svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-repo Button-visual""> <path d=""M11.5 3a.5.5 0 0 1 .5.5v9a.5.5 0 0 1-.5.5H4a.5.5 0 0 1-.5-.5v-9a.5.5 0 0 1 .5-.5h7zM1 1h14v14H1V1zm3 3h8v10H4V4z""></path> </svg> </button>"
class,"<button aria-labelledby=""tooltip-37"" type=""button"" data-view-component=""true"" class=""Button Button--iconOnly Button--invisible Button--medium flash-close js-flash-close""> <svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-telescope Button-visual""> <path d=""M2.1 1.9l11.8 6.4a.5.5 0 0 1 0 .8l-11.8 6.4a.5.5 0 0 1-.8-.4V4.3a.5.5 0 0 1 .8-.4z""></path> </svg> </button>"
class,"<button aria-labelledby=""tooltip-38"" type=""button"" data-view-component=""true"" class=""Button Button--iconOnly Button--invisible Button--medium flash-close js-flash-close""> <svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-pyramid Button-visual""> <path d=""M8 1l7 7H1l7-7zM1 14h14V8H1v6z""></path> </svg> </button>"
class,"<button aria-labelledby=""tooltip-39"" type=""button"" data-view-component=""true"" class=""Button Button--iconOnly Button--invisible Button--medium flash-close js-flash-close""> <svg aria-hidden=""true"" height=""16"" viewBox=""0 0 16 16"" version=""1.1"" width=""16"" data-view-component=""true"" class=""octicon octicon-terminal Button-visual""> <path d=""M3 1h10a1 1 0 0 1 1 1v12a1 1 0 0 1-1 1H3a1 1 0 0 1-1-1V2a1 1 0 0 1 1-1zm1 2h8v11H4V3zM5 5h6v1H5V5zM5 7h6v1H5V7z""></path> </svg> </button>"
class,"<button class=""back-to-home"" aria-label=""Go to Home"">
    <span class=""home-icon""></span>
</button>"
name,"<button class=""save-btn"" name=""save-data"">Save Data</button>"
name,"<button class=""confirm-btn"" name=""confirm-data"">Confirm Data</button>"
name,"<button class=""send-btn"" name=""send-info"">Send Info</button>"
name,"<button class=""upload-btn"" name=""upload-file"">Upload File</button>"
name,"<button class=""register-btn"" name=""register-user"">Register User</button>"
name,"<button class=""apply-btn"" name=""apply-changes"">Apply Changes</button>"
name,"<button class=""login-btn"" name=""login-user"">Login User</button>"
name,"<button class=""sign-up-btn"" name=""sign-up-user"">Sign Up</button>"
name,"<button class=""reset-btn"" name=""reset-form"">Reset Form</button>"
name,"<button class=""start-btn"" name=""start-process"">Start Process</button>"
name,"<button class=""finish-btn"" name=""finish-task"">Finish Task</button>"
name,"<button class=""delete-btn"" name=""delete-entry"">Delete Entry</button>"
name,"<button class=""close-btn"" name=""close-window"">Close Window</button>"
name,"<button class=""submit-order-btn"" name=""submit-order"">Submit Order</button>"
name,"<button class=""checkout-btn"" name=""checkout-cart"">Checkout</button>"
name,"<button class=""continue-btn"" name=""continue-process"">Continue Process</button>"
name,"<button class=""confirm-payment-btn"" name=""confirm-payment"">Confirm Payment</button>"
name,"<button class=""next-btn"" name=""next-step"">Next Step</button>"
name,"<button class=""back-btn"" name=""previous-step"">Previous Step</button>"
name,"<button class=""update-btn"" name=""update-details"">Update Details</button>"
name,"<button class=""download-btn"" name=""download-file"">Download File</button>"
name,"<button class=""view-btn"" name=""view-details"">View Details</button>"
name,"<button class=""confirm-registration-btn"" name=""confirm-registration"">Confirm Registration</button>"
name,"<button class=""logout-btn"" name=""logout-user"">Logout</button>"
name,"<button class=""add-to-cart-btn"" name=""add-to-cart"">Add to Cart</button>"
name,"<button class=""purchase-btn"" name=""complete-purchase"">Complete Purchase</button>"
name,"<button class=""approve-btn"" name=""approve-application"">Approve Application</button>"
name,"<button class=""disapprove-btn"" name=""disapprove-application"">Disapprove Application</button>"
name,"<button class=""submit-feedback-btn"" name=""submit-feedback"">Submit Feedback</button>"
name,"<button class=""send-message-btn"" name=""send-message"">Send Message</button>"
name,"<button class=""post-comment-btn"" name=""post-comment"">Post Comment</button>"
name,"<button class=""accept-btn"" name=""accept-terms"">Accept Terms</button>"
name,"<button class=""reject-btn"" name=""reject-terms"">Reject Terms</button>"
name,"<button class=""schedule-btn"" name=""schedule-meeting"">Schedule Meeting</button>"
name,"<button class=""cancel-btn"" name=""cancel-request"">Cancel Request</button>"
name,"<button class=""retry-btn"" name=""retry-connection"">Retry Connection</button>"
name,"<button class=""load-more-btn"" name=""load-more-results"">Load More Results</button>"
name,"<button class=""get-quote-btn"" name=""get-quote"">Get Quote</button>"
name,"<button class=""search-btn"" name=""search-data"">Search Data</button>"
name,"<button class=""filter-btn"" name=""apply-filters"">Apply Filters</button>"
name,"<button class=""refresh-btn"" name=""refresh-page"">Refresh Page</button>"
name,"<button class=""edit-btn"" name=""edit-entry"">Edit Entry</button>"
name,"<button class=""save-changes-btn"" name=""save-changes"">Save Changes</button>"
name,"<button class=""reset-password-btn"" name=""reset-password"">Reset Password</button>"
name,"<button class=""verify-btn"" name=""verify-account"">Verify Account</button>"
name,"<button class=""confirm-identity-btn"" name=""confirm-identity"">Confirm Identity</button>"
name,"<button class=""track-btn"" name=""track-package"">Track Package</button>"
name,"<button class=""share-btn"" name=""share-content"">Share Content</button>"
name,"<button class=""bookmark-btn"" name=""bookmark-page"">Bookmark Page</button>"
name,"<button class=""claim-btn"" name=""claim-offer"">Claim Offer</button>"
name,"<form><button name=""submit-form"">Submit Form</button></form>"
name,"<form><button name=""send-feedback"">Send Feedback</button></form>"
name,"<form><button name=""submit-data"">Submit Data</button></form>"
name,"<form><button name=""submit-request"">Submit Request</button></form>"
name,"<form><button name=""submit-order"">Submit Order</button></form>"
name,"<form><button name=""send-message"">Send Message</button></form>"
name,"<form><button name=""post-comment"">Post Comment</button></form>"
name,"<form><button name=""submit-feedback"">Submit Feedback</button></form>"
name,"<form><button name=""submit-application"">Submit Application</button></form>"
name,"<form><button name=""submit-inquiry"">Submit Inquiry</button></form>"
name,"<form><button name=""send-query"">Send Query</button></form>"
name,"<form><button name=""register-account"">Register Account</button></form>"
name,"<form><button name=""sign-up"">Sign Up</button></form>"
name,"<form><button name=""submit-login"">Submit Login</button></form>"
name,"<form><button name=""confirm-registration"">Confirm Registration</button></form>"
name,"<form><button name=""confirm-order"">Confirm Order</button></form>"
name,"<form><button name=""send-application"">Send Application</button></form>"
name,"<form><button name=""submit-response"">Submit Response</button></form>"
name,"<form><button name=""submit-resume"">Submit Resume</button></form>"
name,"<form><button name=""submit-report"">Submit Report</button></form>"
name,"<form><button name=""send-review"">Send Review</button></form>"
name,"<form><button name=""complete-signup"">Complete Signup</button></form>"
name,"<form><button name=""submit-ticket"">Submit Ticket</button></form>"
name,"<form><button name=""submit-entry"">Submit Entry</button></form>"
name,"<form><button name=""submit-job"">Submit Job</button></form>"
name,"<form><button name=""submit-offer"">Submit Offer</button></form>"
name,"<form><button name=""submit-registration"">Submit Registration</button></form>"
name,"<form><button name=""submit-details"">Submit Details</button></form>"
name,"<form><button name=""submit-comment"">Submit Comment</button></form>"
name,"<form><button name=""submit-proposal"">Submit Proposal</button></form>"
name,"<form><button name=""send-order"">Send Order</button></form>"
name,"<form><button name=""submit-request-form"">Submit Request Form</button></form>"
name,"<form><button name=""submit-task"">Submit Task</button></form>"
name,"<form><button name=""confirm-submission"">Confirm Submission</button></form>"
name,"<form><button name=""submit-item"">Submit Item</button></form>"
name,"<form><button name=""send-form"">Send Form</button></form>"
name,"<form><button name=""submit-account"">Submit Account</button></form>"
name,"<form><button name=""submit-info"">Submit Info</button></form>"
name,"<form><button name=""send-data"">Send Data</button></form>"
name,"<form><button name=""submit-query-form"">Submit Query Form</button></form>"
name,"<form><button name=""submit-survey"">Submit Survey</button></form>"
name,"<form><button name=""submit-answer"">Submit Answer</button></form>"
name,"<form><button name=""submit-feedback-form"">Submit Feedback Form</button></form>"
name,"<form><button name=""submit-reply"">Submit Reply</button></form>"
name,"<form><button name=""send-request"">Send Request</button></form>"
name,"<form><button name=""submit-info-form"">Submit Info Form</button></form>"
name,"<form><button name=""submit-confirmation"">Submit Confirmation</button></form>"
name,"<form><button name=""submit-query-response"">Submit Query Response</button></form>"
name,"<form><button name=""send-question"">Send Question</button></form>"
name,"<form><button name=""submit-application-form"">Submit Application Form</button></form>"
name,"<div class='sidebar'><button name=""abort-action"">Abort Action</button></div>"
name,"<div class='sidebar'><button name=""stop-action"">Stop Action</button></div>"
name,"<div class='sidebar'><button name=""close-action"">Close Action</button></div>"
name,"<div class='sidebar'><button name=""end-action"">End Action</button></div>"
name,"<div class='sidebar'><button name=""exit-action"">Exit Action</button></div>"
name,"<div class='sidebar'><button name=""cancel-process"">Cancel Process</button></div>"
name,"<div class='sidebar'><button name=""abort-process"">Abort Process</button></div>"
name,"<div class='sidebar'><button name=""stop-process"">Stop Process</button></div>"
name,"<div class='sidebar'><button name=""cancel-operation"">Cancel Operation</button></div>"
name,"<div class='sidebar'><button name=""abort-operation"">Abort Operation</button></div>"
name,"<div class='sidebar'><button name=""end-process"">End Process</button></div>"
name,"<div class='sidebar'><button name=""stop-operation"">Stop Operation</button></div>"
name,"<div class='sidebar'><button name=""cancel-request"">Cancel Request</button></div>"
name,"<div class='sidebar'><button name=""abort-request"">Abort Request</button></div>"
name,"<div class='sidebar'><button name=""cancel-task"">Cancel Task</button></div>"
name,"<div class='sidebar'><button name=""stop-task"">Stop Task</button></div>"
name,"<div class='sidebar'><button name=""cancel-upload"">Cancel Upload</button></div>"
name,"<div class='sidebar'><button name=""cancel-download"">Cancel Download</button></div>"
name,"<div class='sidebar'><button name=""exit-process"">Exit Process</button></div>"
name,"<div class='sidebar'><button name=""stop-upload"">Stop Upload</button></div>"
name,"<div class='sidebar'><button name=""stop-download"">Stop Download</button></div>"
name,"<div class='sidebar'><button name=""exit-operation"">Exit Operation</button></div>"
name,"<div class='sidebar'><button name=""terminate-process"">Terminate Process</button></div>"
name,"<div class='sidebar'><button name=""terminate-action"">Terminate Action</button></div>"
name,"<div class='sidebar'><button name=""terminate-request"">Terminate Request</button></div>"
name,"<div class='sidebar'><button name=""stop-execution"">Stop Execution</button></div>"
name,"<div class='sidebar'><button name=""cancel-execution"">Cancel Execution</button></div>"
name,"<div class='sidebar'><button name=""exit-task"">Exit Task</button></div>"
name,"<div class='sidebar'><button name=""terminate-task"">Terminate Task</button></div>"
name,"<div class='sidebar'><button name=""close-task"">Close Task</button></div>"
name,"<div class='sidebar'><button name=""close-process"">Close Process</button></div>"
name,"<div class='sidebar'><button name=""close-operation"">Close Operation</button></div>"
name,"<div class='sidebar'><button name=""cancel-transaction"">Cancel Transaction</button></div>"
name,"<div class='sidebar'><button name=""abort-transaction"">Abort Transaction</button></div>"
name,"<div class='sidebar'><button name=""stop-transaction"">Stop Transaction</button></div>"
name,"<div class='sidebar'><button name=""cancel-event"">Cancel Event</button></div>"
name,"<div class='sidebar'><button name=""abort-event"">Abort Event</button></div>"
name,"<div class='sidebar'><button name=""stop-event"">Stop Event</button></div>"
name,"<div class='sidebar'><button name=""end-event"">End Event</button></div>"
name,"<div class='sidebar'><button name=""terminate-event"">Terminate Event</button></div>"
name,"<div class='sidebar'><button name=""close-event"">Close Event</button></div>"
name,"<div class='sidebar'><button name=""exit-event"">Exit Event</button></div>"
name,"<div class='sidebar'><button name=""cancel-submission"">Cancel Submission</button></div>"
name,"<div class='sidebar'><button name=""stop-submission"">Stop Submission</button></div>"
name,"<div class='sidebar'><button name=""abort-submission"">Abort Submission</button></div>"
name,"<div class='sidebar'><button name=""cancel-signup"">Cancel Signup</button></div>"
name,"<div class='sidebar'><button name=""abort-signup"">Abort Signup</button></div>"
name,"<div class='sidebar'><button name=""stop-signup"">Stop Signup</button></div>"
name,"<div class='sidebar'><button name=""terminate-signup"">Terminate Signup</button></div>"
name,"<div class='sidebar'><button name=""exit-signup"">Exit Signup</button></div>"
name,"<button class=""save-btn"" name=""save-data"">Save Data</button>"
name,"<button class=""confirm-btn"" name=""confirm-data"">Confirm Data</button>"
name,"<button class=""send-btn"" name=""send-info"">Send Info</button>"
name,"<button class=""upload-btn"" name=""upload-file"">Upload File</button>"
name,"<button class=""register-btn"" name=""register-user"">Register User</button>"
name,"<button class=""apply-btn"" name=""apply-changes"">Apply Changes</button>"
name,"<button class=""login-btn"" name=""login-user"">Login User</button>"
name,"<button class=""sign-up-btn"" name=""sign-up-user"">Sign Up</button>"
name,"<button class=""reset-btn"" name=""reset-form"">Reset Form</button>"
name,"<button class=""start-btn"" name=""start-process"">Start Process</button>"
name,"<button class=""finish-btn"" name=""finish-task"">Finish Task</button>"
name,"<button class=""delete-btn"" name=""delete-entry"">Delete Entry</button>"
name,"<button class=""close-btn"" name=""close-window"">Close Window</button>"
name,"<button class=""submit-order-btn"" name=""submit-order"">Submit Order</button>"
name,"<button class=""checkout-btn"" name=""checkout-cart"">Checkout</button>"
name,"<button class=""continue-btn"" name=""continue-process"">Continue Process</button>"
name,"<button class=""confirm-payment-btn"" name=""confirm-payment"">Confirm Payment</button>"
name,"<button class=""next-btn"" name=""next-step"">Next Step</button>"
name,"<button class=""back-btn"" name=""previous-step"">Previous Step</button>"
name,"<button class=""update-btn"" name=""update-details"">Update Details</button>"
name,"<button class=""download-btn"" name=""download-file"">Download File</button>"
name,"<button class=""view-btn"" name=""view-details"">View Details</button>"
name,"<button class=""confirm-registration-btn"" name=""confirm-registration"">Confirm Registration</button>"
name,"<button class=""logout-btn"" name=""logout-user"">Logout</button>"
name,"<button class=""add-to-cart-btn"" name=""add-to-cart"">Add to Cart</button>"
name,"<button class=""purchase-btn"" name=""complete-purchase"">Complete Purchase</button>"
name,"<button class=""approve-btn"" name=""approve-application"">Approve Application</button>"
name,"<button class=""disapprove-btn"" name=""disapprove-application"">Disapprove Application</button>"
name,"<button class=""submit-feedback-btn"" name=""submit-feedback"">Submit Feedback</button>"
name,"<button class=""send-message-btn"" name=""send-message"">Send Message</button>"
name,"<button class=""post-comment-btn"" name=""post-comment"">Post Comment</button>"
name,"<button class=""accept-btn"" name=""accept-terms"">Accept Terms</button>"
name,"<button class=""reject-btn"" name=""reject-terms"">Reject Terms</button>"
name,"<button class=""schedule-btn"" name=""schedule-meeting"">Schedule Meeting</button>"
name,"<button class=""cancel-btn"" name=""cancel-request"">Cancel Request</button>"
name,"<button class=""retry-btn"" name=""retry-connection"">Retry Connection</button>"
name,"<button class=""load-more-btn"" name=""load-more-results"">Load More Results</button>"
name,"<button class=""get-quote-btn"" name=""get-quote"">Get Quote</button>"
name,"<button class=""search-btn"" name=""search-data"">Search Data</button>"
name,"<button class=""filter-btn"" name=""apply-filters"">Apply Filters</button>"
name,"<button class=""refresh-btn"" name=""refresh-page"">Refresh Page</button>"
name,"<button class=""edit-btn"" name=""edit-entry"">Edit Entry</button>"
name,"<button class=""save-changes-btn"" name=""save-changes"">Save Changes</button>"
name,"<button class=""reset-password-btn"" name=""reset-password"">Reset Password</button>"
name,"<button class=""verify-btn"" name=""verify-account"">Verify Account</button>"
name,"<button class=""confirm-identity-btn"" name=""confirm-identity"">Confirm Identity</button>"
name,"<button class=""track-btn"" name=""track-package"">Track Package</button>"
name,"<button class=""share-btn"" name=""share-content"">Share Content</button>"
name,"<button class=""bookmark-btn"" name=""bookmark-page"">Bookmark Page</button>"
name,"<button class=""claim-btn"" name=""claim-offer"">Claim Offer</button>"
name,"<button type=""button"" name=""submit-form"" class=""form-button"" aria-label=""Submit Form""><span class=""submit-icon""></span>Submit</button>"
name,"<button type=""button"" name=""send-message"" class=""message-button"" aria-label=""Send Message""><span class=""message-icon""></span>Send</button>"
name,"<button type=""button"" name=""upload-file"" class=""upload-button"" aria-label=""Upload File""><span class=""upload-icon""></span>Upload</button>"
name,"<button type=""button"" name=""save-data"" class=""save-button"" aria-label=""Save Data""><span class=""save-icon""></span>Save</button>"
name,"<button type=""button"" name=""confirm-action"" class=""confirm-button"" aria-label=""Confirm Action""><span class=""confirm-icon""></span>Confirm</button>"
name,"<button type=""button"" name=""cancel-task"" class=""cancel-button"" aria-label=""Cancel Task""><span class=""cancel-icon""></span>Cancel</button>"
name,"<button type=""button"" name=""reset-form"" class=""reset-button"" aria-label=""Reset Form""><span class=""reset-icon""></span>Reset</button>"
name,"<button type=""button"" name=""login-user"" class=""login-button"" aria-label=""Login""><span class=""login-icon""></span>Login</button>"
name,"<button type=""button"" name=""register-account"" class=""register-button"" aria-label=""Register""><span class=""register-icon""></span>Register</button>"
name,"<button type=""button"" name=""send-feedback"" class=""feedback-button"" aria-label=""Send Feedback""><span class=""feedback-icon""></span>Send</button>"
name,"<button type=""button"" name=""start-process"" class=""start-button"" aria-label=""Start Process""><span class=""start-icon""></span>Start</button>"
name,"<button type=""button"" name=""finish-task"" class=""finish-button"" aria-label=""Finish Task""><span class=""finish-icon""></span>Finish</button>"
name,"<button type=""button"" name=""delete-entry"" class=""delete-button"" aria-label=""Delete Entry""><span class=""delete-icon""></span>Delete</button>"
name,"<button type=""button"" name=""confirm-payment"" class=""payment-button"" aria-label=""Confirm Payment""><span class=""payment-icon""></span>Confirm</button>"
name,"<button type=""button"" name=""submit-order"" class=""order-button"" aria-label=""Submit Order""><span class=""order-icon""></span>Submit</button>"
name,"<button type=""button"" name=""checkout"" class=""checkout-button"" aria-label=""Checkout""><span class=""checkout-icon""></span>Checkout</button>"
name,"<button type=""button"" name=""complete-registration"" class=""registration-button"" aria-label=""Complete Registration""><span class=""register-icon""></span>Complete</button>"
name,"<button type=""button"" name=""add-to-cart"" class=""cart-button"" aria-label=""Add to Cart""><span class=""cart-icon""></span>Add</button>"
name,"<button type=""button"" name=""continue"" class=""continue-button"" aria-label=""Continue""><span class=""continue-icon""></span>Continue</button>"
name,"<button type=""button"" name=""apply-changes"" class=""apply-button"" aria-label=""Apply Changes""><span class=""apply-icon""></span>Apply</button>"
name,"<button type=""button"" name=""post-comment"" class=""comment-button"" aria-label=""Post Comment""><span class=""comment-icon""></span>Post</button>"
name,"<button type=""button"" name=""update-info"" class=""update-button"" aria-label=""Update Info""><span class=""update-icon""></span>Update</button>"
name,"<button type=""button"" name=""send-email"" class=""email-button"" aria-label=""Send Email""><span class=""email-icon""></span>Send</button>"
name,"<button type=""button"" name=""download-report"" class=""download-button"" aria-label=""Download Report""><span class=""download-icon""></span>Download</button>"
name,"<button type=""button"" name=""search"" class=""search-button"" aria-label=""Search""><span class=""search-icon""></span>Search</button>"
name,"<button type=""button"" name=""filter-results"" class=""filter-button"" aria-label=""Filter Results""><span class=""filter-icon""></span>Filter</button>"
name,"<button type=""button"" name=""retry-connection"" class=""retry-button"" aria-label=""Retry Connection""><span class=""retry-icon""></span>Retry</button>"
name,"<button type=""button"" name=""close-window"" class=""close-button"" aria-label=""Close Window""><span class=""close-icon""></span>Close</button>"
name,"<button type=""button"" name=""log-out"" class=""logout-button"" aria-label=""Log Out""><span class=""logout-icon""></span>Log Out</button>"
name,"<button type=""button"" name=""send-notification"" class=""notification-button"" aria-label=""Send Notification""><span class=""notification-icon""></span>Send</button>"
name,"<button type=""button"" name=""bookmark-page"" class=""bookmark-button"" aria-label=""Bookmark Page""><span class=""bookmark-icon""></span>Bookmark</button>"
name,"<button type=""button"" name=""share-content"" class=""share-button"" aria-label=""Share Content""><span class=""share-icon""></span>Share</button>"
name,"<button type=""button"" name=""view-details"" class=""view-button"" aria-label=""View Details""><span class=""view-icon""></span>View</button>"
name,"<button type=""button"" name=""refresh-page"" class=""refresh-button"" aria-label=""Refresh Page""><span class=""refresh-icon""></span>Refresh</button>"
name,"<button type=""button"" name=""track-order"" class=""track-button"" aria-label=""Track Order""><span class=""track-icon""></span>Track</button>"
name,"<button type=""button"" name=""reset-password"" class=""password-button"" aria-label=""Reset Password""><span class=""password-icon""></span>Reset</button>"
name,"<button type=""button"" name=""submit-application"" class=""application-button"" aria-label=""Submit Application""><span class=""application-icon""></span>Submit</button>"
name,"<button type=""button"" name=""load-more"" class=""load-more-button"" aria-label=""Load More""><span class=""load-icon""></span>Load More</button>"
name,"<button type=""button"" name=""approve-request"" class=""approve-button"" aria-label=""Approve Request""><span class=""approve-icon""></span>Approve</button>"
name,"<button type=""button"" name=""reject-request"" class=""reject-button"" aria-label=""Reject Request""><span class=""reject-icon""></span>Reject</button>"
name,"<button type=""button"" name=""schedule-meeting"" class=""schedule-button"" aria-label=""Schedule Meeting""><span class=""schedule-icon""></span>Schedule</button>"
name,"<button type=""button"" name=""pause-process"" class=""pause-button"" aria-label=""Pause Process""><span class=""pause-icon""></span>Pause</button>"
name,"<button type=""button"" name=""stop-process"" class=""stop-button"" aria-label=""Stop Process""><span class=""stop-icon""></span>Stop</button>"
name,"<button type=""button"" name=""review-application"" class=""review-button"" aria-label=""Review Application""><span class=""review-icon""></span>Review</button>"
name,"<button type=""button"" name=""start-chat"" class=""chat-button"" aria-label=""Start Chat""><span class=""chat-icon""></span>Start Chat</button>"
name,"<button type=""button"" name=""download-file"" class=""file-download-button"" aria-label=""Download File""><span class=""file-icon""></span>Download</button>"
name,"<button type=""button"" name=""accept-terms"" class=""terms-button"" aria-label=""Accept Terms""><span class=""accept-icon""></span>Accept</button>"
name,"<button type=""button"" name=""decline-terms"" class=""decline-button"" aria-label=""Decline Terms""><span class=""decline-icon""></span>Decline</button>"
name,"<button type=""button"" name=""get-quote"" class=""quote-button"" aria-label=""Get Quote""><span class=""quote-icon""></span>Get Quote</button>"
name,"<button type=""button"" name=""claim-offer"" class=""claim-button"" aria-label=""Claim Offer""><span class=""claim-icon""></span>Claim</button>"